Date,Close
2020-08-14,330.141998
2020-08-17,367.127991
2020-08-18,377.417999
2020-08-19,375.705994
2020-08-20,400.365997
2020-08-21,409.996002
2020-08-24,402.839996
2020-08-25,404.667999
2020-08-26,430.634003
2020-08-27,447.75
2020-08-28,442.67999299999997
2020-08-31,498.32000700000003
2020-09-01,475.049988
2020-09-02,447.369995
2020-09-03,407.0
2020-09-04,418.320007
2020-09-08,330.209991
2020-09-09,366.27999900000003
2020-09-10,371.339996
2020-09-11,372.72000099999997
2020-09-14,419.619995
2020-09-15,449.76000999999997
2020-09-16,441.76000999999997
2020-09-17,423.42999299999997
2020-09-18,442.14999400000005
2020-09-21,449.39001500000006
2020-09-22,424.23001100000005
2020-09-23,380.359985
2020-09-24,387.790009
2020-09-25,407.339996
2020-09-28,421.200012
2020-09-29,419.070007
2020-09-30,429.01000999999997
2020-10-01,448.160004
2020-10-02,415.089996
2020-10-05,425.67999299999997
2020-10-06,413.980011
2020-10-07,425.299988
2020-10-08,425.920013
2020-10-09,434.0
2020-10-12,442.299988
2020-10-13,446.64999400000005
2020-10-14,461.299988
2020-10-15,448.880005
2020-10-16,439.670013
2020-10-19,430.829987
2020-10-20,421.94000199999994
2020-10-21,422.64001500000006
2020-10-22,425.790009
2020-10-23,420.630005
2020-10-26,420.27999900000003
2020-10-27,424.67999299999997
2020-10-28,406.019989
2020-10-29,410.829987
2020-10-30,388.040009
2020-11-02,400.51001
2020-11-03,423.89999400000005
2020-11-04,420.98001100000005
2020-11-05,438.089996
2020-11-06,429.950012
2020-11-09,421.26000999999997
2020-11-10,410.359985
2020-11-11,417.130005
2020-11-12,411.76001
2020-11-13,408.5
2020-11-16,408.089996
2020-11-17,441.60998499999994
2020-11-18,486.64001500000006
2020-11-19,499.26998899999995
2020-11-20,489.60998499999994
2020-11-23,521.849976
2020-11-24,555.380005
2020-11-25,574.0
2020-11-27,585.76001
2020-11-30,567.599976
2020-12-01,584.76001
2020-12-02,568.820007
2020-12-03,593.380005
2020-12-04,599.039978
2020-12-07,641.76001
2020-12-08,649.880005
2020-12-09,604.47998
2020-12-10,627.070007
2020-12-11,609.98999
2020-12-14,639.830017
2020-12-15,633.25
2020-12-16,622.77002
2020-12-17,655.900024
2020-12-18,695.0
2020-12-21,649.8599849999999
2020-12-22,640.340027
2020-12-23,645.97998
2020-12-24,661.77002
2020-12-28,663.6900019999999
2020-12-29,665.98999
2020-12-30,694.780029
2020-12-31,705.669983
2021-01-04,729.77002
2021-01-05,735.1099849999999
2021-01-06,755.97998
2021-01-07,816.039978
2021-01-08,880.0200199999999
2021-01-11,811.1900019999999
2021-01-12,849.4400019999999
2021-01-13,854.409973
2021-01-14,845.0
2021-01-15,826.159973
2021-01-19,844.5499880000001
2021-01-20,850.4500119999999
2021-01-21,844.98999
2021-01-22,846.6400150000001
2021-01-25,880.7999880000001
2021-01-26,883.090027
2021-01-27,864.159973
2021-01-28,835.429993
2021-01-29,793.530029
2021-02-01,839.8099980000001
2021-02-02,872.7899779999999
2021-02-03,854.6900019999999
2021-02-04,849.98999
2021-02-05,852.2299800000001
2021-02-08,863.419983
2021-02-09,849.4600220000001
2021-02-10,804.820007
2021-02-11,811.659973
2021-02-12,816.119995
2021-02-16,796.219971
2021-02-17,798.150024
2021-02-18,787.380005
2021-02-19,781.299988
2021-02-22,714.5
2021-02-23,698.840027
2021-02-24,742.02002
2021-02-25,682.219971
2021-02-26,675.5
2021-03-01,718.429993
2021-03-02,686.4400019999999
2021-03-03,653.200012
2021-03-04,621.4400019999999
2021-03-05,597.950012
2021-03-08,563.0
2021-03-09,673.580017
2021-03-10,668.0599980000001
2021-03-11,699.599976
2021-03-12,693.72998
2021-03-15,707.9400019999999
2021-03-16,676.880005
2021-03-17,701.8099980000001
2021-03-18,653.159973
2021-03-19,654.869995
2021-03-22,670.0
2021-03-23,662.159973
2021-03-24,630.27002
2021-03-25,640.3900150000001
2021-03-26,618.710022
2021-03-29,611.289978
2021-03-30,635.619995
2021-03-31,667.929993
2021-04-01,661.75
2021-04-05,691.049988
2021-04-06,691.619995
2021-04-07,670.969971
2021-04-08,683.799988
2021-04-09,677.02002
2021-04-12,701.97998
2021-04-13,762.320007
2021-04-14,732.22998
2021-04-15,738.849976
2021-04-16,739.780029
2021-04-19,714.630005
2021-04-20,718.98999
2021-04-21,744.119995
2021-04-22,719.6900019999999
2021-04-23,729.400024
2021-04-26,738.200012
2021-04-27,704.73999
2021-04-28,694.400024
2021-04-29,677.0
2021-04-30,709.4400019999999
2021-05-03,684.900024
2021-05-04,673.599976
2021-05-05,670.9400019999999
2021-05-06,663.539978
2021-05-07,672.369995
2021-05-10,629.039978
2021-05-11,617.200012
2021-05-12,589.8900150000001
